n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,min_impurity_decrease,error
350,squared_error,30.0,2,10,sqrt,0.0,0.1159999999999999
350,squared_error,30.0,2,10,sqrt,0.1,0.1139999999999999
350,squared_error,30.0,2,10,sqrt,0.2,0.1159999999999999
350,squared_error,30.0,2,10,sqrt,0.3,0.1159999999999999
350,squared_error,30.0,2,10,log2,0.0,0.1159999999999999
350,squared_error,30.0,2,10,log2,0.1,0.118
350,squared_error,30.0,2,10,log2,0.2,0.1119999999999999
350,squared_error,30.0,2,10,log2,0.3,0.1159999999999999
350,squared_error,30.0,2,20,NoneValue,0.0,0.148
350,squared_error,30.0,2,20,NoneValue,0.1,0.146
350,squared_error,30.0,2,20,NoneValue,0.2,0.146
350,squared_error,30.0,2,20,NoneValue,0.3,0.146
350,squared_error,30.0,2,20,sqrt,0.0,0.154
350,squared_error,30.0,2,20,sqrt,0.1,0.154
350,squared_error,30.0,2,20,sqrt,0.2,0.156
350,squared_error,30.0,2,20,sqrt,0.3,0.154
350,squared_error,30.0,2,20,log2,0.0,0.154
350,squared_error,30.0,2,20,log2,0.1,0.154
350,squared_error,30.0,2,20,log2,0.2,0.152
350,squared_error,30.0,2,20,log2,0.3,0.154
350,squared_error,30.0,6,1,NoneValue,0.0,0.032
350,squared_error,30.0,6,1,NoneValue,0.1,0.032
350,squared_error,30.0,6,1,NoneValue,0.2,0.032
350,squared_error,30.0,6,1,NoneValue,0.3,0.032
350,squared_error,30.0,6,1,sqrt,0.0,0.064
350,squared_error,30.0,6,1,sqrt,0.1,0.062
350,squared_error,30.0,6,1,sqrt,0.2,0.064
350,squared_error,30.0,6,1,sqrt,0.3,0.064
350,squared_error,30.0,6,1,log2,0.0,0.064
350,squared_error,30.0,6,1,log2,0.1,0.064
350,squared_error,30.0,6,1,log2,0.2,0.062
350,squared_error,30.0,6,1,log2,0.3,0.062
350,squared_error,30.0,6,5,NoneValue,0.0,0.032
350,squared_error,30.0,6,5,NoneValue,0.1,0.032
350,squared_error,30.0,6,5,NoneValue,0.2,0.032
350,squared_error,30.0,6,5,NoneValue,0.3,0.032
350,squared_error,30.0,6,5,sqrt,0.0,0.082
350,squared_error,30.0,6,5,sqrt,0.1,0.084
350,squared_error,30.0,6,5,sqrt,0.2,0.082
350,squared_error,30.0,6,5,sqrt,0.3,0.084
350,squared_error,30.0,6,5,log2,0.0,0.082
350,squared_error,30.0,6,5,log2,0.1,0.084
350,squared_error,30.0,6,5,log2,0.2,0.084
350,squared_error,30.0,6,5,log2,0.3,0.084
350,squared_error,30.0,6,10,NoneValue,0.0,0.068
350,squared_error,30.0,6,10,NoneValue,0.1,0.068
350,squared_error,30.0,6,10,NoneValue,0.2,0.068
350,squared_error,30.0,6,10,NoneValue,0.3,0.066
350,squared_error,30.0,6,10,sqrt,0.0,0.1119999999999999
350,squared_error,30.0,6,10,sqrt,0.1,0.1139999999999999
350,squared_error,30.0,6,10,sqrt,0.2,0.1159999999999999
350,squared_error,30.0,6,10,sqrt,0.3,0.1159999999999999
350,squared_error,30.0,6,10,log2,0.0,0.118
350,squared_error,30.0,6,10,log2,0.1,0.1139999999999999
350,squared_error,30.0,6,10,log2,0.2,0.1139999999999999
350,squared_error,30.0,6,10,log2,0.3,0.1139999999999999
350,squared_error,30.0,6,20,NoneValue,0.0,0.146
350,squared_error,30.0,6,20,NoneValue,0.1,0.148
350,squared_error,30.0,6,20,NoneValue,0.2,0.148
350,squared_error,30.0,6,20,NoneValue,0.3,0.148
350,squared_error,30.0,6,20,sqrt,0.0,0.154
350,squared_error,30.0,6,20,sqrt,0.1,0.152
350,squared_error,30.0,6,20,sqrt,0.2,0.152
350,squared_error,30.0,6,20,sqrt,0.3,0.156
350,squared_error,30.0,6,20,log2,0.0,0.152
350,squared_error,30.0,6,20,log2,0.1,0.152
350,squared_error,30.0,6,20,log2,0.2,0.154
350,squared_error,30.0,6,20,log2,0.3,0.154
350,squared_error,30.0,10,1,NoneValue,0.0,0.032
350,squared_error,30.0,10,1,NoneValue,0.1,0.032
350,squared_error,30.0,10,1,NoneValue,0.2,0.032
350,squared_error,30.0,10,1,NoneValue,0.3,0.032
350,squared_error,30.0,10,1,sqrt,0.0,0.078
350,squared_error,30.0,10,1,sqrt,0.1,0.08
350,squared_error,30.0,10,1,sqrt,0.2,0.08
350,squared_error,30.0,10,1,sqrt,0.3,0.078
350,squared_error,30.0,10,1,log2,0.0,0.078
350,squared_error,30.0,10,1,log2,0.1,0.074
350,squared_error,30.0,10,1,log2,0.2,0.078
350,squared_error,30.0,10,1,log2,0.3,0.078
350,squared_error,30.0,10,5,NoneValue,0.0,0.032
350,squared_error,30.0,10,5,NoneValue,0.1,0.032
350,squared_error,30.0,10,5,NoneValue,0.2,0.032
350,squared_error,30.0,10,5,NoneValue,0.3,0.032
350,squared_error,30.0,10,5,sqrt,0.0,0.082
350,squared_error,30.0,10,5,sqrt,0.1,0.088
350,squared_error,30.0,10,5,sqrt,0.2,0.084
350,squared_error,30.0,10,5,sqrt,0.3,0.084
350,squared_error,30.0,10,5,log2,0.0,0.086
350,squared_error,30.0,10,5,log2,0.1,0.086
350,squared_error,30.0,10,5,log2,0.2,0.086
350,squared_error,30.0,10,5,log2,0.3,0.084
350,squared_error,30.0,10,10,NoneValue,0.0,0.068
350,squared_error,30.0,10,10,NoneValue,0.1,0.068
350,squared_error,30.0,10,10,NoneValue,0.2,0.068
350,squared_error,30.0,10,10,NoneValue,0.3,0.068
350,squared_error,30.0,10,10,sqrt,0.0,0.1159999999999999
350,squared_error,30.0,10,10,sqrt,0.1,0.1139999999999999
350,squared_error,30.0,10,10,sqrt,0.2,0.1119999999999999
350,squared_error,30.0,10,10,sqrt,0.3,0.1139999999999999
350,squared_error,30.0,10,10,log2,0.0,0.1139999999999999
350,squared_error,30.0,10,10,log2,0.1,0.1139999999999999
350,squared_error,30.0,10,10,log2,0.2,0.1119999999999999
350,squared_error,30.0,10,10,log2,0.3,0.1139999999999999
350,squared_error,30.0,10,20,NoneValue,0.0,0.146
350,squared_error,30.0,10,20,NoneValue,0.1,0.144
350,squared_error,30.0,10,20,NoneValue,0.2,0.15
350,squared_error,30.0,10,20,NoneValue,0.3,0.146
350,squared_error,30.0,10,20,sqrt,0.0,0.154
350,squared_error,30.0,10,20,sqrt,0.1,0.148
350,squared_error,30.0,10,20,sqrt,0.2,0.152
350,squared_error,30.0,10,20,sqrt,0.3,0.154
350,squared_error,30.0,10,20,log2,0.0,0.152
350,squared_error,30.0,10,20,log2,0.1,0.156
350,squared_error,30.0,10,20,log2,0.2,0.152
350,squared_error,30.0,10,20,log2,0.3,0.154
350,squared_error,30.0,20,1,NoneValue,0.0,0.0579999999999999
350,squared_error,30.0,20,1,NoneValue,0.1,0.0579999999999999
350,squared_error,30.0,20,1,NoneValue,0.2,0.0579999999999999
350,squared_error,30.0,20,1,NoneValue,0.3,0.0579999999999999
350,squared_error,30.0,20,1,sqrt,0.0,0.104
350,squared_error,30.0,20,1,sqrt,0.1,0.104
350,squared_error,30.0,20,1,sqrt,0.2,0.104
350,squared_error,30.0,20,1,sqrt,0.3,0.104
350,squared_error,30.0,20,1,log2,0.0,0.104
350,squared_error,30.0,20,1,log2,0.1,0.102
350,squared_error,30.0,20,1,log2,0.2,0.102
350,squared_error,30.0,20,1,log2,0.3,0.104
350,squared_error,30.0,20,5,NoneValue,0.0,0.056
350,squared_error,30.0,20,5,NoneValue,0.1,0.0579999999999999
350,squared_error,30.0,20,5,NoneValue,0.2,0.0579999999999999
350,squared_error,30.0,20,5,NoneValue,0.3,0.0579999999999999
350,squared_error,30.0,20,5,sqrt,0.0,0.106
350,squared_error,30.0,20,5,sqrt,0.1,0.104
350,squared_error,30.0,20,5,sqrt,0.2,0.106
350,squared_error,30.0,20,5,sqrt,0.3,0.106
350,squared_error,30.0,20,5,log2,0.0,0.104
350,squared_error,30.0,20,5,log2,0.1,0.106
350,squared_error,30.0,20,5,log2,0.2,0.108
350,squared_error,30.0,20,5,log2,0.3,0.108
350,squared_error,30.0,20,10,NoneValue,0.0,0.068
350,squared_error,30.0,20,10,NoneValue,0.1,0.068
350,squared_error,30.0,20,10,NoneValue,0.2,0.066
350,squared_error,30.0,20,10,NoneValue,0.3,0.068
350,squared_error,30.0,20,10,sqrt,0.0,0.1139999999999999
350,squared_error,30.0,20,10,sqrt,0.1,0.118
350,squared_error,30.0,20,10,sqrt,0.2,0.1159999999999999
350,squared_error,30.0,20,10,sqrt,0.3,0.118
350,squared_error,30.0,20,10,log2,0.0,0.1139999999999999
350,squared_error,30.0,20,10,log2,0.1,0.1139999999999999
350,squared_error,30.0,20,10,log2,0.2,0.1119999999999999
350,squared_error,30.0,20,10,log2,0.3,0.1139999999999999
350,squared_error,30.0,20,20,NoneValue,0.0,0.15
350,squared_error,30.0,20,20,NoneValue,0.1,0.144
350,squared_error,30.0,20,20,NoneValue,0.2,0.146
350,squared_error,30.0,20,20,NoneValue,0.3,0.144
350,squared_error,30.0,20,20,sqrt,0.0,0.154
350,squared_error,30.0,20,20,sqrt,0.1,0.148
350,squared_error,30.0,20,20,sqrt,0.2,0.154
350,squared_error,30.0,20,20,sqrt,0.3,0.154
350,squared_error,30.0,20,20,log2,0.0,0.15
350,squared_error,30.0,20,20,log2,0.1,0.154
350,squared_error,30.0,20,20,log2,0.2,0.152
350,squared_error,30.0,20,20,log2,0.3,0.152
350,squared_error,30.0,40,1,NoneValue,0.0,0.128
350,squared_error,30.0,40,1,NoneValue,0.1,0.128
350,squared_error,30.0,40,1,NoneValue,0.2,0.128
350,squared_error,30.0,40,1,NoneValue,0.3,0.128
350,squared_error,30.0,40,1,sqrt,0.0,0.14
350,squared_error,30.0,40,1,sqrt,0.1,0.14
350,squared_error,30.0,40,1,sqrt,0.2,0.14
350,squared_error,30.0,40,1,sqrt,0.3,0.142
350,squared_error,30.0,40,1,log2,0.0,0.14
350,squared_error,30.0,40,1,log2,0.1,0.142
350,squared_error,30.0,40,1,log2,0.2,0.14
350,squared_error,30.0,40,1,log2,0.3,0.14
350,squared_error,30.0,40,5,NoneValue,0.0,0.128
350,squared_error,30.0,40,5,NoneValue,0.1,0.128
350,squared_error,30.0,40,5,NoneValue,0.2,0.128
350,squared_error,30.0,40,5,NoneValue,0.3,0.128
350,squared_error,30.0,40,5,sqrt,0.0,0.138
350,squared_error,30.0,40,5,sqrt,0.1,0.138
350,squared_error,30.0,40,5,sqrt,0.2,0.142
350,squared_error,30.0,40,5,sqrt,0.3,0.142
350,squared_error,30.0,40,5,log2,0.0,0.138
350,squared_error,30.0,40,5,log2,0.1,0.14
350,squared_error,30.0,40,5,log2,0.2,0.144
350,squared_error,30.0,40,5,log2,0.3,0.14
350,squared_error,30.0,40,10,NoneValue,0.0,0.128
350,squared_error,30.0,40,10,NoneValue,0.1,0.128
350,squared_error,30.0,40,10,NoneValue,0.2,0.128
350,squared_error,30.0,40,10,NoneValue,0.3,0.128
350,squared_error,30.0,40,10,sqrt,0.0,0.138
350,squared_error,30.0,40,10,sqrt,0.1,0.14
350,squared_error,30.0,40,10,sqrt,0.2,0.14
350,squared_error,30.0,40,10,sqrt,0.3,0.14
350,squared_error,30.0,40,10,log2,0.0,0.142
350,squared_error,30.0,40,10,log2,0.1,0.14
350,squared_error,30.0,40,10,log2,0.2,0.138
350,squared_error,30.0,40,10,log2,0.3,0.14
350,squared_error,30.0,40,20,NoneValue,0.0,0.148
350,squared_error,30.0,40,20,NoneValue,0.1,0.146
350,squared_error,30.0,40,20,NoneValue,0.2,0.144
350,squared_error,30.0,40,20,NoneValue,0.3,0.146
350,squared_error,30.0,40,20,sqrt,0.0,0.152
350,squared_error,30.0,40,20,sqrt,0.1,0.156
350,squared_error,30.0,40,20,sqrt,0.2,0.152
350,squared_error,30.0,40,20,sqrt,0.3,0.156
350,squared_error,30.0,40,20,log2,0.0,0.152
350,squared_error,30.0,40,20,log2,0.1,0.152
350,squared_error,30.0,40,20,log2,0.2,0.156
350,squared_error,30.0,40,20,log2,0.3,0.154
350,squared_error,NoneValue,2,1,NoneValue,0.0,0.03
350,squared_error,NoneValue,2,1,NoneValue,0.1,0.03
350,squared_error,NoneValue,2,1,NoneValue,0.2,0.03
350,squared_error,NoneValue,2,1,NoneValue,0.3,0.03
350,squared_error,NoneValue,2,1,sqrt,0.0,0.05
350,squared_error,NoneValue,2,1,sqrt,0.1,0.05
350,squared_error,NoneValue,2,1,sqrt,0.2,0.05
350,squared_error,NoneValue,2,1,sqrt,0.3,0.046
350,squared_error,NoneValue,2,1,log2,0.0,0.048
350,squared_error,NoneValue,2,1,log2,0.1,0.05
350,squared_error,NoneValue,2,1,log2,0.2,0.048
350,squared_error,NoneValue,2,1,log2,0.3,0.05
350,squared_error,NoneValue,2,5,NoneValue,0.0,0.032
350,squared_error,NoneValue,2,5,NoneValue,0.1,0.032
350,squared_error,NoneValue,2,5,NoneValue,0.2,0.032
350,squared_error,NoneValue,2,5,NoneValue,0.3,0.032
350,squared_error,NoneValue,2,5,sqrt,0.0,0.086
350,squared_error,NoneValue,2,5,sqrt,0.1,0.084
350,squared_error,NoneValue,2,5,sqrt,0.2,0.086
350,squared_error,NoneValue,2,5,sqrt,0.3,0.084
350,squared_error,NoneValue,2,5,log2,0.0,0.084
350,squared_error,NoneValue,2,5,log2,0.1,0.088
350,squared_error,NoneValue,2,5,log2,0.2,0.086
350,squared_error,NoneValue,2,5,log2,0.3,0.084
350,squared_error,NoneValue,2,10,NoneValue,0.0,0.068
350,squared_error,NoneValue,2,10,NoneValue,0.1,0.068
350,squared_error,NoneValue,2,10,NoneValue,0.2,0.068
350,squared_error,NoneValue,2,10,NoneValue,0.3,0.068
350,squared_error,NoneValue,2,10,sqrt,0.0,0.1159999999999999
350,squared_error,NoneValue,2,10,sqrt,0.1,0.1159999999999999
350,squared_error,NoneValue,2,10,sqrt,0.2,0.1119999999999999
350,squared_error,NoneValue,2,10,sqrt,0.3,0.118
350,squared_error,NoneValue,2,10,log2,0.0,0.1119999999999999
350,squared_error,NoneValue,2,10,log2,0.1,0.1139999999999999
350,squared_error,NoneValue,2,10,log2,0.2,0.1159999999999999
350,squared_error,NoneValue,2,10,log2,0.3,0.1159999999999999
350,squared_error,NoneValue,2,20,NoneValue,0.0,0.146
350,squared_error,NoneValue,2,20,NoneValue,0.1,0.144
350,squared_error,NoneValue,2,20,NoneValue,0.2,0.148
350,squared_error,NoneValue,2,20,NoneValue,0.3,0.146
350,squared_error,NoneValue,2,20,sqrt,0.0,0.152
350,squared_error,NoneValue,2,20,sqrt,0.1,0.154
350,squared_error,NoneValue,2,20,sqrt,0.2,0.156
350,squared_error,NoneValue,2,20,sqrt,0.3,0.152
350,squared_error,NoneValue,2,20,log2,0.0,0.154
350,squared_error,NoneValue,2,20,log2,0.1,0.15
350,squared_error,NoneValue,2,20,log2,0.2,0.154
350,squared_error,NoneValue,2,20,log2,0.3,0.152
350,squared_error,NoneValue,6,1,NoneValue,0.0,0.032
350,squared_error,NoneValue,6,1,NoneValue,0.1,0.032
350,squared_error,NoneValue,6,1,NoneValue,0.2,0.032
350,squared_error,NoneValue,6,1,NoneValue,0.3,0.032
350,squared_error,NoneValue,6,1,sqrt,0.0,0.064
350,squared_error,NoneValue,6,1,sqrt,0.1,0.062
350,squared_error,NoneValue,6,1,sqrt,0.2,0.064
350,squared_error,NoneValue,6,1,sqrt,0.3,0.064
350,squared_error,NoneValue,6,1,log2,0.0,0.062
350,squared_error,NoneValue,6,1,log2,0.1,0.064
350,squared_error,NoneValue,6,1,log2,0.2,0.062
350,squared_error,NoneValue,6,1,log2,0.3,0.064
350,squared_error,NoneValue,6,5,NoneValue,0.0,0.032
350,squared_error,NoneValue,6,5,NoneValue,0.1,0.032
350,squared_error,NoneValue,6,5,NoneValue,0.2,0.032
350,squared_error,NoneValue,6,5,NoneValue,0.3,0.032
350,squared_error,NoneValue,6,5,sqrt,0.0,0.086
350,squared_error,NoneValue,6,5,sqrt,0.1,0.084
350,squared_error,NoneValue,6,5,sqrt,0.2,0.086
350,squared_error,NoneValue,6,5,sqrt,0.3,0.086
350,squared_error,NoneValue,6,5,log2,0.0,0.084
350,squared_error,NoneValue,6,5,log2,0.1,0.086
350,squared_error,NoneValue,6,5,log2,0.2,0.084
350,squared_error,NoneValue,6,5,log2,0.3,0.084
350,squared_error,NoneValue,6,10,NoneValue,0.0,0.068
350,squared_error,NoneValue,6,10,NoneValue,0.1,0.068
350,squared_error,NoneValue,6,10,NoneValue,0.2,0.068
350,squared_error,NoneValue,6,10,NoneValue,0.3,0.066
350,squared_error,NoneValue,6,10,sqrt,0.0,0.1139999999999999
350,squared_error,NoneValue,6,10,sqrt,0.1,0.1159999999999999
350,squared_error,NoneValue,6,10,sqrt,0.2,0.118
350,squared_error,NoneValue,6,10,sqrt,0.3,0.1119999999999999
350,squared_error,NoneValue,6,10,log2,0.0,0.1159999999999999
350,squared_error,NoneValue,6,10,log2,0.1,0.1159999999999999
350,squared_error,NoneValue,6,10,log2,0.2,0.1139999999999999
350,squared_error,NoneValue,6,10,log2,0.3,0.1139999999999999
350,squared_error,NoneValue,6,20,NoneValue,0.0,0.146
350,squared_error,NoneValue,6,20,NoneValue,0.1,0.146
350,squared_error,NoneValue,6,20,NoneValue,0.2,0.146
350,squared_error,NoneValue,6,20,NoneValue,0.3,0.146
350,squared_error,NoneValue,6,20,sqrt,0.0,0.152
350,squared_error,NoneValue,6,20,sqrt,0.1,0.156
350,squared_error,NoneValue,6,20,sqrt,0.2,0.154
350,squared_error,NoneValue,6,20,sqrt,0.3,0.154
350,squared_error,NoneValue,6,20,log2,0.0,0.152
350,squared_error,NoneValue,6,20,log2,0.1,0.156
350,squared_error,NoneValue,6,20,log2,0.2,0.156
350,squared_error,NoneValue,6,20,log2,0.3,0.156
350,squared_error,NoneValue,10,1,NoneValue,0.0,0.032
350,squared_error,NoneValue,10,1,NoneValue,0.1,0.032
350,squared_error,NoneValue,10,1,NoneValue,0.2,0.032
350,squared_error,NoneValue,10,1,NoneValue,0.3,0.032
350,squared_error,NoneValue,10,1,sqrt,0.0,0.078
350,squared_error,NoneValue,10,1,sqrt,0.1,0.076
350,squared_error,NoneValue,10,1,sqrt,0.2,0.078
350,squared_error,NoneValue,10,1,sqrt,0.3,0.076
350,squared_error,NoneValue,10,1,log2,0.0,0.076
350,squared_error,NoneValue,10,1,log2,0.1,0.078
350,squared_error,NoneValue,10,1,log2,0.2,0.08
350,squared_error,NoneValue,10,1,log2,0.3,0.074
350,squared_error,NoneValue,10,5,NoneValue,0.0,0.032
350,squared_error,NoneValue,10,5,NoneValue,0.1,0.032
350,squared_error,NoneValue,10,5,NoneValue,0.2,0.032
350,squared_error,NoneValue,10,5,NoneValue,0.3,0.032
350,squared_error,NoneValue,10,5,sqrt,0.0,0.084
350,squared_error,NoneValue,10,5,sqrt,0.1,0.086
350,squared_error,NoneValue,10,5,sqrt,0.2,0.086
350,squared_error,NoneValue,10,5,sqrt,0.3,0.086
350,squared_error,NoneValue,10,5,log2,0.0,0.084
350,squared_error,NoneValue,10,5,log2,0.1,0.084
350,squared_error,NoneValue,10,5,log2,0.2,0.086
350,squared_error,NoneValue,10,5,log2,0.3,0.084
350,squared_error,NoneValue,10,10,NoneValue,0.0,0.066
350,squared_error,NoneValue,10,10,NoneValue,0.1,0.066
350,squared_error,NoneValue,10,10,NoneValue,0.2,0.068
350,squared_error,NoneValue,10,10,NoneValue,0.3,0.068
350,squared_error,NoneValue,10,10,sqrt,0.0,0.1119999999999999
350,squared_error,NoneValue,10,10,sqrt,0.1,0.1159999999999999
350,squared_error,NoneValue,10,10,sqrt,0.2,0.1159999999999999
350,squared_error,NoneValue,10,10,sqrt,0.3,0.1159999999999999
350,squared_error,NoneValue,10,10,log2,0.0,0.12
350,squared_error,NoneValue,10,10,log2,0.1,0.12
350,squared_error,NoneValue,10,10,log2,0.2,0.1159999999999999
350,squared_error,NoneValue,10,10,log2,0.3,0.1159999999999999
350,squared_error,NoneValue,10,20,NoneValue,0.0,0.148
350,squared_error,NoneValue,10,20,NoneValue,0.1,0.148
350,squared_error,NoneValue,10,20,NoneValue,0.2,0.148
350,squared_error,NoneValue,10,20,NoneValue,0.3,0.148
350,squared_error,NoneValue,10,20,sqrt,0.0,0.154
350,squared_error,NoneValue,10,20,sqrt,0.1,0.156
350,squared_error,NoneValue,10,20,sqrt,0.2,0.156
350,squared_error,NoneValue,10,20,sqrt,0.3,0.154
350,squared_error,NoneValue,10,20,log2,0.0,0.154
350,squared_error,NoneValue,10,20,log2,0.1,0.152
350,squared_error,NoneValue,10,20,log2,0.2,0.152
350,squared_error,NoneValue,10,20,log2,0.3,0.154
350,squared_error,NoneValue,20,1,NoneValue,0.0,0.0579999999999999
350,squared_error,NoneValue,20,1,NoneValue,0.1,0.0579999999999999
350,squared_error,NoneValue,20,1,NoneValue,0.2,0.0579999999999999
350,squared_error,NoneValue,20,1,NoneValue,0.3,0.0579999999999999
350,squared_error,NoneValue,20,1,sqrt,0.0,0.106
350,squared_error,NoneValue,20,1,sqrt,0.1,0.104
350,squared_error,NoneValue,20,1,sqrt,0.2,0.106
350,squared_error,NoneValue,20,1,sqrt,0.3,0.106
350,squared_error,NoneValue,20,1,log2,0.0,0.108
350,squared_error,NoneValue,20,1,log2,0.1,0.102
350,squared_error,NoneValue,20,1,log2,0.2,0.106
350,squared_error,NoneValue,20,1,log2,0.3,0.102
350,squared_error,NoneValue,20,5,NoneValue,0.0,0.0579999999999999
350,squared_error,NoneValue,20,5,NoneValue,0.1,0.0579999999999999
350,squared_error,NoneValue,20,5,NoneValue,0.2,0.0579999999999999
350,squared_error,NoneValue,20,5,NoneValue,0.3,0.0579999999999999
350,squared_error,NoneValue,20,5,sqrt,0.0,0.1079999999999999
350,squared_error,NoneValue,20,5,sqrt,0.1,0.104
350,squared_error,NoneValue,20,5,sqrt,0.2,0.104
350,squared_error,NoneValue,20,5,sqrt,0.3,0.104
350,squared_error,NoneValue,20,5,log2,0.0,0.106
350,squared_error,NoneValue,20,5,log2,0.1,0.104
350,squared_error,NoneValue,20,5,log2,0.2,0.106
350,squared_error,NoneValue,20,5,log2,0.3,0.106
350,squared_error,NoneValue,20,10,NoneValue,0.0,0.066
350,squared_error,NoneValue,20,10,NoneValue,0.1,0.068
350,squared_error,NoneValue,20,10,NoneValue,0.2,0.068
350,squared_error,NoneValue,20,10,NoneValue,0.3,0.068
350,squared_error,NoneValue,20,10,sqrt,0.0,0.1159999999999999
350,squared_error,NoneValue,20,10,sqrt,0.1,0.1119999999999999
350,squared_error,NoneValue,20,10,sqrt,0.2,0.1119999999999999
350,squared_error,NoneValue,20,10,sqrt,0.3,0.1119999999999999
350,squared_error,NoneValue,20,10,log2,0.0,0.1119999999999999
350,squared_error,NoneValue,20,10,log2,0.1,0.118
350,squared_error,NoneValue,20,10,log2,0.2,0.1119999999999999
350,squared_error,NoneValue,20,10,log2,0.3,0.1119999999999999
350,squared_error,NoneValue,20,20,NoneValue,0.0,0.146
350,squared_error,NoneValue,20,20,NoneValue,0.1,0.148
350,squared_error,NoneValue,20,20,NoneValue,0.2,0.148
350,squared_error,NoneValue,20,20,NoneValue,0.3,0.146
350,squared_error,NoneValue,20,20,sqrt,0.0,0.156
350,squared_error,NoneValue,20,20,sqrt,0.1,0.152
350,squared_error,NoneValue,20,20,sqrt,0.2,0.156
350,squared_error,NoneValue,20,20,sqrt,0.3,0.152
350,squared_error,NoneValue,20,20,log2,0.0,0.156
350,squared_error,NoneValue,20,20,log2,0.1,0.148
350,squared_error,NoneValue,20,20,log2,0.2,0.154
350,squared_error,NoneValue,20,20,log2,0.3,0.152
350,squared_error,NoneValue,40,1,NoneValue,0.0,0.128
350,squared_error,NoneValue,40,1,NoneValue,0.1,0.128
350,squared_error,NoneValue,40,1,NoneValue,0.2,0.128
350,squared_error,NoneValue,40,1,NoneValue,0.3,0.128
350,squared_error,NoneValue,40,1,sqrt,0.0,0.138
350,squared_error,NoneValue,40,1,sqrt,0.1,0.138
350,squared_error,NoneValue,40,1,sqrt,0.2,0.14
350,squared_error,NoneValue,40,1,sqrt,0.3,0.138
350,squared_error,NoneValue,40,1,log2,0.0,0.138
350,squared_error,NoneValue,40,1,log2,0.1,0.14
350,squared_error,NoneValue,40,1,log2,0.2,0.14
350,squared_error,NoneValue,40,1,log2,0.3,0.138
350,squared_error,NoneValue,40,5,NoneValue,0.0,0.128
350,squared_error,NoneValue,40,5,NoneValue,0.1,0.128
350,squared_error,NoneValue,40,5,NoneValue,0.2,0.128
350,squared_error,NoneValue,40,5,NoneValue,0.3,0.128
350,squared_error,NoneValue,40,5,sqrt,0.0,0.14
350,squared_error,NoneValue,40,5,sqrt,0.1,0.142
350,squared_error,NoneValue,40,5,sqrt,0.2,0.14
350,squared_error,NoneValue,40,5,sqrt,0.3,0.14
350,squared_error,NoneValue,40,5,log2,0.0,0.138
350,squared_error,NoneValue,40,5,log2,0.1,0.14
350,squared_error,NoneValue,40,5,log2,0.2,0.144
350,squared_error,NoneValue,40,5,log2,0.3,0.14
350,squared_error,NoneValue,40,10,NoneValue,0.0,0.128
350,squared_error,NoneValue,40,10,NoneValue,0.1,0.128
350,squared_error,NoneValue,40,10,NoneValue,0.2,0.128
350,squared_error,NoneValue,40,10,NoneValue,0.3,0.128
350,squared_error,NoneValue,40,10,sqrt,0.0,0.138
350,squared_error,NoneValue,40,10,sqrt,0.1,0.144
350,squared_error,NoneValue,40,10,sqrt,0.2,0.138
350,squared_error,NoneValue,40,10,sqrt,0.3,0.14
350,squared_error,NoneValue,40,10,log2,0.0,0.14
350,squared_error,NoneValue,40,10,log2,0.1,0.142
350,squared_error,NoneValue,40,10,log2,0.2,0.14
350,squared_error,NoneValue,40,10,log2,0.3,0.14
350,squared_error,NoneValue,40,20,NoneValue,0.0,0.148
350,squared_error,NoneValue,40,20,NoneValue,0.1,0.148
350,squared_error,NoneValue,40,20,NoneValue,0.2,0.146
350,squared_error,NoneValue,40,20,NoneValue,0.3,0.146
350,squared_error,NoneValue,40,20,sqrt,0.0,0.154
350,squared_error,NoneValue,40,20,sqrt,0.1,0.152
350,squared_error,NoneValue,40,20,sqrt,0.2,0.156
350,squared_error,NoneValue,40,20,sqrt,0.3,0.152
350,squared_error,NoneValue,40,20,log2,0.0,0.152
350,squared_error,NoneValue,40,20,log2,0.1,0.15
